"tipo_evento";"rastreador_numero_serie";"rastreador_fabricante";"rastreador_versao_hardware";"rastreador_bateria_interna_ativa";"rastreador_bateria_interna_conectada";"rastreador_bateria_interna_tensao";"numero_sequencial";"data_hora_evento";"data_hora_recebimento";"data_hora_armazenamento";"gps_fixado";"gps_numero_satelites";"gps_hdop";"gps_latitude";"gps_longitude";"gps_velocidade";"gps_proa";"gps_altitude";"gps_odometro";"gps_antena_conectada";"gps_velocidade_media";"gps_relacao_sinal_ruido";"gps_odometro_can";"gsm_sinal";"gsm_qualidade_sinal";"bateria_externa_ativa";"bateria_externa_conectada";"bateria_externa_tensao";"ignicao";"ignicao_virtual";"bloqueador";"revgeo_resultado";"revgeo_logradouro";"revgeo_faixa_numeracao";"revgeo_cep";"revgeo_municipio";"revgeo_uf";"revgeo_pais";"revgeo_pavimentoTipo";"revgeo_velocidade_maxima_via";"revgeo_municipio_id";"posicao_online";"rpm";"horimetro";"velocidade_maxima";"tempo_velocidade_maxima";"dados_aceleracao_movendo";"dados_aceleracao_estado_acelerometro";"1-erbs_cellid";"1-erbs_bsic";"1-erbs_rssi";"1-erbs_ta";"1-erbs_lac";"1-erbs_mcc";"1-erbs_mnc";"sensor_chuva";"ultimo_motorista_identificado_serial";"ultimo_motorista_identificado_identificador";"ultimo_motorista_identificado_data_identificacao";"pontosMaisProximos_Endereco";"pontosMaisProximos_Nome";"jamming";"emergencia_por_comando";"raw_package";"emergencia";"velocidade_acima_do_limite";"motor_ligado";"rpm_faixa_azul";"rpm_faixa_vermelha";"banguela";"maxio_serial";"conectado_can";"1-portas_equipamento_porta";"1-portas_numero_porta";"1-portas_tipo_portas";"1-portas_valor_entrada";"2-portas_equipamento_porta";"2-portas_numero_porta";"2-portas_tipo_portas";"2-portas_valor_entrada";"3-portas_equipamento_porta";"3-portas_numero_porta";"3-portas_tipo_portas";"3-portas_valor_entrada";"4-portas_equipamento_porta";"4-portas_numero_porta";"4-portas_tipo_portas";"4-portas_valor_entrada";"5-portas_equipamento_porta";"5-portas_numero_porta";"5-portas_tipo_portas";"5-portas_valor_entrada";"6-portas_equipamento_porta";"6-portas_numero_porta";"6-portas_tipo_portas";"6-portas_valor_entrada";"7-portas_equipamento_porta";"7-portas_numero_porta";"7-portas_tipo_portas";"7-portas_valor_entrada";"8-portas_equipamento_porta";"8-portas_numero_porta";"8-portas_tipo_portas";"8-portas_valor_entrada";"9-portas_equipamento_porta";"9-portas_numero_porta";"9-portas_tipo_portas";"9-portas_valor_entrada";"trafego_dados_can";"dadosCan_lim_parab";"dadosCan_consumo_comb";"faixas_rpm_intervalo_faixa_azul";"faixas_rpm_intervalo_faixa_verde";"faixas_rpm_intervalo_faixa_amarela";"faixas_rpm_intervalo_faixa_vermelha";"faixas_rpm_quatidade_faixa_vermelha";"faixas_rpm_rpm_maximo";"faixas_rpm_rpm_medio"
"POSICAO";"1308972028";"MAXTRACK";"MXT-130";"true";"true";"4.107";"466101";"23/07/2025 08:31:31";"23/07/2025 08:31:32";"23/07/2025 08:31:33";"true";"8";"14";"-25.479342";"-49.30583";"0";"117.0";"2904";"4511";"true";"0";"32";"0";"false";"25";"true";"true";"12.734";"true";"false";"false";"ENCONTRADO";"Rua Itacolomi";"1290-1410";"81070480";"Curitiba";"PR";"BR";"Urbano";"30";"4005";"true";"0";"617178.0";"0";"0";"false";"AST_NONE";"14910";"-1";"0";"255";"1241";"724";"5";"true";"1308972028";"000013164841";"1753270291000";"";"Casa";"false";"false";"55AA55AAFF017B880100000008FCA795F00410D99FB4910B1A02600E22E60308B5B91C104818939083C4062215080010011D4429D0F02515879CE228D816300B38752A1710031808280E3018381C4002480150015820680288010032280801120208011A020802221C080110A9F3D387041801220A080220023801500F68012A04080118023A450A22080110BE6318052064288B2030003801489CFC0150FAFB0858B6A4D7016809800103121708011000201930013A0B08D405100518D90920BE7448021A06080010001800428D020A23080010011800200028DAD5255000900100980100A00100A80100B00100B80100C8010012090800109F23180020001A0808001000180020002206080010001800320218004AA80128007AA30108001000180020002800300038004000480058006000680070007800800100880100900100980100A00100A80100B00100B80100C00100C80100D00100D80100E00100E80100F00100F80100800200880200900200980200A00200A80200B00200B80200C00200C80200D00200D80200E00200E80200F00200F80200800300880300900300980300A00300A80300B00300B80300C00300C80300D00300D80300E00300521A08092A160800100048006D4429D0F07515879CE278F68F83C406621408A9F3D3870418FDCE03206628939083C40660016A0808A9C2A30618E7078201060A0408001000";"false";"false";"false";"false";"false";"false";"1089796521";"false";"ACESSORIO";"1";"ENTRADA";"IST_DIGITAL_LOW";"ACESSORIO";"2";"ENTRADA";"IST_DIGITAL_LOW";"ACESSORIO";"3";"ENTRADA";"IST_DIGITAL_HIGH";"ACESSORIO";"4";"ENTRADA";"IST_WINDSHIELD_WIPERS";"ACESSORIO";"5";"ENTRADA";"IST_DIGITAL_HIGH";"ACESSORIO";"1";"SAIDA";"OS_HIGH";"ACESSORIO";"2";"SAIDA";"OS_LOW";"RASTREADOR";"1";"ENTRADA";"IST_DIGITAL_HIGH";"RASTREADOR";"1";"SAIDA";"OS_LOW";"CBR_NONE";"false";"0";"";"";"";"";"";"";""
"POSICAO";"1308972028";"MAXTRACK";"MXT-130";"true";"true";"4.107";"466100";"23/07/2025 08:31:01";"23/07/2025 08:31:02";"23/07/2025 08:31:02";"true";"9";"12";"-25.479342";"-49.30583";"0";"117.0";"2904";"4511";"true";"0";"32";"0";"false";"25";"true";"true";"12.794";"true";"false";"false";"ENCONTRADO";"Rua Itacolomi";"1290-1410";"81070480";"Curitiba";"PR";"BR";"Urbano";"30";"4005";"true";"0";"617148.0";"0";"0";"false";"AST_NONE";"14910";"-1";"0";"255";"1241";"724";"5";"true";"1308972028";"000013164841";"1753270261000";"";"Casa";"false";"false";"55AA55AAFF01314B0100000008FCA795F00410E283CFF50C1A02600E22E60308B4B91C104818F58F83C4062215080010011D4429D0F02515879CE228D816300938752A1710031809280C3017381A4002480150015820680288010032280801120208011A020802221C080110A9F3D387041801220A080220023801500F68012A04080118023A450A22080110FA6318052064288B203000380148A0FD0150DCFB0858B5A4D7016809800103121708011000201930013A0B08D405100518D90920BE7448021A06080010001800428D020A23080010011800200028BCD5255000900100980100A00100A80100B00100B80100C8010012090800109F23180020001A0808001000180020002206080010001800320218004AA80128007AA30108001000180020002800300038004000480058006000680070007800800100880100900100980100A00100A80100B00100B80100C00100C80100D00100D80100E00100E80100F00100F80100800200880200900200980200A00200A80200B00200B80200C00200C80200D00200D80200E00200E80200F00200F80200800300880300900300980300A00300A80300B00300B80300C00300C80300D00300D80300E00300521A08092A160800100048006D4429D0F07515879CE278D88F83C406621408A9F3D3870418E0CE03206628F58F83C40660016A0808A9C2A30618E6078201060A0408001000";"false";"false";"false";"false";"false";"false";"1089796521";"false";"ACESSORIO";"1";"ENTRADA";"IST_DIGITAL_LOW";"ACESSORIO";"2";"ENTRADA";"IST_DIGITAL_LOW";"ACESSORIO";"3";"ENTRADA";"IST_DIGITAL_HIGH";"ACESSORIO";"4";"ENTRADA";"IST_WINDSHIELD_WIPERS";"ACESSORIO";"5";"ENTRADA";"IST_DIGITAL_HIGH";"ACESSORIO";"1";"SAIDA";"OS_HIGH";"ACESSORIO";"2";"SAIDA";"OS_LOW";"RASTREADOR";"1";"ENTRADA";"IST_DIGITAL_HIGH";"RASTREADOR";"1";"SAIDA";"OS_LOW";"CBR_NONE";"false";"0";"";"";"";"";"";"";""
"POSICAO";"1308972028";"MAXTRACK";"MXT-130";"true";"true";"4.107";"466099";"23/07/2025 08:30:31";"23/07/2025 08:30:31";"23/07/2025 08:30:33";"true";"8";"14";"-25.479342";"-49.30583";"0";"117.0";"2904";"4511";"true";"0";"33";"0";"false";"23";"true";"true";"12.753";"true";"false";"false";"ENCONTRADO";"Rua Itacolomi";"1290-1410";"81070480";"Curitiba";"PR";"BR";"Urbano";"30";"4005";"true";"0";"617118.0";"0";"0";"false";"AST_NONE";"14910";"-1";"0";"255";"1241";"724";"5";"true";"1308972028";"000013164841";"1753270231000";"";"Casa";"false";"false";"55AA55AAFF0102800100000008FCA795F00410CC958AF4021A02600E22E60308B3B91C104818D78F83C4062215080010011D4429D0F02515879CE228D816300938752A1710031808280E302238254002480150015821680288010032280801120208011A020802221C080110A9F3D387041801220A080220023801500F68012A04080118023A450A22080110D16318052064288B203000380148B5FC0150BEFB0858B5A4D7016809800103121708011000201730013A0B08D405100518D90920BE7448021A06080010001800428D020A230800100118002000289ED5255000900100980100A00100A80100B00100B80100C8010012090800109F23180020001A0808001000180020002206080010001800320218004AA80128007AA30108001000180020002800300038004000480058006000680070007800800100880100900100980100A00100A80100B00100B80100C00100C80100D00100D80100E00100E80100F00100F80100800200880200900200980200A00200A80200B00200B80200C00200C80200D00200D80200E00200E80200F00200F80200800300880300900300980300A00300A80300B00300B80300C00300C80300D00300D80300E00300521A08092A160800100048006D4429D0F07515879CE278BA8F83C406621408A9F3D3870418C2CE03206628D78F83C40660016A0808A9C2A30618E6078201060A0408001000";"false";"false";"false";"false";"false";"false";"1089796521";"false";"ACESSORIO";"1";"ENTRADA";"IST_DIGITAL_LOW";"ACESSORIO";"2";"ENTRADA";"IST_DIGITAL_LOW";"ACESSORIO";"3";"ENTRADA";"IST_DIGITAL_HIGH";"ACESSORIO";"4";"ENTRADA";"IST_WINDSHIELD_WIPERS";"ACESSORIO";"5";"ENTRADA";"IST_DIGITAL_HIGH";"ACESSORIO";"1";"SAIDA";"OS_HIGH";"ACESSORIO";"2";"SAIDA";"OS_LOW";"RASTREADOR";"1";"ENTRADA";"IST_DIGITAL_HIGH";"RASTREADOR";"1";"SAIDA";"OS_LOW";"CBR_NONE";"false";"0";"";"";"";"";"";"";""
"POSICAO";"1308972028";"MAXTRACK";"MXT-130";"true";"true";"4.107";"466098";"23/07/2025 08:30:01";"23/07/2025 08:30:02";"23/07/2025 08:30:03";"true";"9";"12";"-25.479342";"-49.30583";"0";"117.0";"2904";"4511";"true";"0";"33";"0";"false";"23";"true";"true";"12.76";"true";"false";"false";"ENCONTRADO";"Rua Itacolomi";"1290-1410";"81070480";"Curitiba";"PR";"BR";"Urbano";"30";"4005";"true";"0";"617088.0";"0";"0";"false";"AST_NONE";"14910";"-1";"0";"255";"1241";"724";"5";"true";"1308972028";"000013164841";"1753270201000";"";"Casa";"false";"false";"55AA55AAFF01CD060100000008FCA795F00410B8BBC2AA081A02600E22E60308B2B91C104818B98F83C4062215080010011D4429D0F02515879CE228D816300938752A1710031809280C3018381B4002480150015821680288010032280801120208011A020802221C080110A9F3D387041801220A080220023801500F68012A04080118023A450A22080110D86318052064288B203000380148A8FC0150A0FB0858B4A4D7016809800103121708011000201730013A0B08D405100518D90920BE7448021A06080010001800428D020A2308001001180020002880D5255000900100980100A00100A80100B00100B80100C8010012090800109F23180020001A0808001000180020002206080010001800320218004AA80128007AA30108001000180020002800300038004000480058006000680070007800800100880100900100980100A00100A80100B00100B80100C00100C80100D00100D80100E00100E80100F00100F80100800200880200900200980200A00200A80200B00200B80200C00200C80200D00200D80200E00200E80200F00200F80200800300880300900300980300A00300A80300B00300B80300C00300C80300D00300D80300E00300521A08092A160800100048006D4429D0F07515879CE2789C8F83C406621408A9F3D3870418A4CE03206628B98F83C40660016A0808A9C2A30618E5078201060A0408001000";"false";"false";"false";"false";"false";"false";"1089796521";"false";"ACESSORIO";"1";"ENTRADA";"IST_DIGITAL_LOW";"ACESSORIO";"2";"ENTRADA";"IST_DIGITAL_LOW";"ACESSORIO";"3";"ENTRADA";"IST_DIGITAL_HIGH";"ACESSORIO";"4";"ENTRADA";"IST_WINDSHIELD_WIPERS";"ACESSORIO";"5";"ENTRADA";"IST_DIGITAL_HIGH";"ACESSORIO";"1";"SAIDA";"OS_HIGH";"ACESSORIO";"2";"SAIDA";"OS_LOW";"RASTREADOR";"1";"ENTRADA";"IST_DIGITAL_HIGH";"RASTREADOR";"1";"SAIDA";"OS_LOW";"CBR_NONE";"false";"0";"";"";"";"";"";"";""
"POSICAO";"1308972028";"MAXTRACK";"MXT-130";"true";"true";"4.107";"466097";"23/07/2025 08:29:31";"23/07/2025 08:29:31";"23/07/2025 08:29:33";"true";"8";"12";"-25.479342";"-49.30583";"0";"117.0";"2904";"4511";"true";"0";"31";"0";"false";"23";"true";"true";"12.741";"true";"false";"false";"ENCONTRADO";"Rua Itacolomi";"1290-1410";"81070480";"Curitiba";"PR";"BR";"Urbano";"30";"4005";"true";"0";"617058.0";"0";"0";"false";"AST_NONE";"14910";"-1";"0";"255";"1241";"724";"5";"true";"1308972028";"000013164841";"1753270171000";"";"Casa";"false";"false";"55AA55AAFF012F890100000008FCA795F00410C3DAA2C8071A02600E22E60308B1B91C1048189B8F83C4062215080010011D4429D0F02515879CE228D816300938752A1710031808280C3018381B400248015001581F680288010032280801120208011A020802221C080110A9F3D387041801220A080220023801500F68012A04080118023A450A22080110C56318052064288B203000380148C1FC015082FB0858B4A4D7016809800103121708011000201730013A0B08D405100518D90920BE7448021A06080010001800428D020A23080010011800200028E2D4255000900100980100A00100A80100B00100B80100C8010012090800109F23180020001A0808001000180020002206080010001800320218004AA80128007AA30108001000180020002800300038004000480058006000680070007800800100880100900100980100A00100A80100B00100B80100C00100C80100D00100D80100E00100E80100F00100F80100800200880200900200980200A00200A80200B00200B80200C00200C80200D00200D80200E00200E80200F00200F80200800300880300900300980300A00300A80300B00300B80300C00300C80300D00300D80300E00300521A08092A160800100048006D4429D0F07515879CE278FE8E83C406621408A9F3D387041887CE032066289B8F83C40660016A0808A9C2A30618E5078201060A0408001000";"false";"false";"false";"false";"false";"false";"1089796521";"false";"ACESSORIO";"1";"ENTRADA";"IST_DIGITAL_LOW";"ACESSORIO";"2";"ENTRADA";"IST_DIGITAL_LOW";"ACESSORIO";"3";"ENTRADA";"IST_DIGITAL_HIGH";"ACESSORIO";"4";"ENTRADA";"IST_WINDSHIELD_WIPERS";"ACESSORIO";"5";"ENTRADA";"IST_DIGITAL_HIGH";"ACESSORIO";"1";"SAIDA";"OS_HIGH";"ACESSORIO";"2";"SAIDA";"OS_LOW";"RASTREADOR";"1";"ENTRADA";"IST_DIGITAL_HIGH";"RASTREADOR";"1";"SAIDA";"OS_LOW";"CBR_NONE";"false";"0";"";"";"";"";"";"";""
"POSICAO";"1308972028";"MAXTRACK";"MXT-130";"true";"true";"4.107";"466096";"23/07/2025 08:29:01";"23/07/2025 08:29:01";"23/07/2025 08:29:03";"true";"8";"12";"-25.479342";"-49.30583";"0";"117.0";"2904";"4511";"true";"0";"32";"0";"false";"24";"true";"true";"12.755";"true";"false";"false";"ENCONTRADO";"Rua Itacolomi";"1290-1410";"81070480";"Curitiba";"PR";"BR";"Urbano";"30";"4005";"true";"0";"617028.0";"0";"0";"false";"AST_NONE";"14910";"-1";"0";"255";"1241";"724";"5";"true";"1308972028";"000013164841";"1753270141000";"";"Casa";"false";"false";"55AA55AAFE0123660100000008FCA795F00410CAABAD551A02600E22E60308B0B91C104818FD8E83C4062215080010011D4429D0F02515879CE228D816300A38752A1710031808280C3018381B4002480150015820680288010032280801120208011A020802221C080110A9F3D387041801220A080220023801500F68012A04080118023A450A22080110D36318052064288B203000380148A8FC0150E4FA0858B3A4D7016809800103121708011000201830013A0B08D405100518D90920BE7448021A06080010001800428D020A23080010011800200028C4D4255000900100980100A00100A80100B00100B80100C8010012090800109F23180020001A0808001000180020002206080010001800320218004AA80128007AA30108001000180020002800300038004000480058006000680070007800800100880100900100980100A00100A80100B00100B80100C00100C80100D00100D80100E00100E80100F00100F80100800200880200900200980200A00200A80200B00200B80200C00200C80200D00200D80200E00200E80200F00200F80200800300880300900300980300A00300A80300B00300B80300C00300C80300D00300D80300E00300521A08092A160800100048006D4429D0F07515879CE278E08E83C406621408A9F3D3870418E9CD03206628FD8E83C40660016A0808A9C2A30618E4078201060A0408001000";"false";"false";"false";"false";"false";"false";"1089796521";"false";"ACESSORIO";"1";"ENTRADA";"IST_DIGITAL_LOW";"ACESSORIO";"2";"ENTRADA";"IST_DIGITAL_LOW";"ACESSORIO";"3";"ENTRADA";"IST_DIGITAL_HIGH";"ACESSORIO";"4";"ENTRADA";"IST_WINDSHIELD_WIPERS";"ACESSORIO";"5";"ENTRADA";"IST_DIGITAL_HIGH";"ACESSORIO";"1";"SAIDA";"OS_HIGH";"ACESSORIO";"2";"SAIDA";"OS_LOW";"RASTREADOR";"1";"ENTRADA";"IST_DIGITAL_HIGH";"RASTREADOR";"1";"SAIDA";"OS_LOW";"CBR_NONE";"false";"0";"";"";"";"";"";"";""
"POSICAO";"1308972028";"MAXTRACK";"MXT-130";"true";"true";"4.107";"466095";"23/07/2025 08:28:31";"23/07/2025 08:28:32";"23/07/2025 08:28:32";"true";"8";"12";"-25.479342";"-49.30583";"0";"117.0";"2904";"4511";"true";"0";"31";"0";"false";"24";"true";"true";"12.806";"true";"false";"false";"ENCONTRADO";"Rua Itacolomi";"1290-1410";"81070480";"Curitiba";"PR";"BR";"Urbano";"30";"4005";"true";"0";"616998.0";"0";"0";"false";"AST_NONE";"14910";"-1";"0";"255";"1241";"724";"5";"true";"1308972028";"000013164841";"1753270111000";"";"Casa";"false";"false";"55AA55AAFF01D83B0100000008FCA795F0041084AFC597081A02600E22E60308AFB91C104818DF8E83C4062215080010011D4429D0F02515879CE228D816300938752A1710031808280C3018381B400248015001581F680288010032280801120208011A020802221C080110A9F3D387041801220A080220023801500F68012A04080118023A450A22080110866418052064288B203000380148F4FC0150C6FA0858B3A4D7016809800103121708011000201830013A0B08D405100518D90920BE7448021A06080010001800428D020A23080010011800200028A6D4255000900100980100A00100A80100B00100B80100C8010012090800109F23180020001A0808001000180020002206080010001800320218004AA80128007AA30108001000180020002800300038004000480058006000680070007800800100880100900100980100A00100A80100B00100B80100C00100C80100D00100D80100E00100E80100F00100F80100800200880200900200980200A00200A80200B00200B80200C00200C80200D00200D80200E00200E80200F00200F80200800300880300900300980300A00300A80300B00300B80300C00300C80300D00300D80300E00300521A08092A160800100048006D4429D0F07515879CE278C28E83C406621408A9F3D3870418CBCD03206628DE8E83C40660016A0808A9C2A30618E4078201060A0408001000";"false";"false";"false";"false";"false";"false";"1089796521";"false";"ACESSORIO";"1";"ENTRADA";"IST_DIGITAL_LOW";"ACESSORIO";"2";"ENTRADA";"IST_DIGITAL_LOW";"ACESSORIO";"3";"ENTRADA";"IST_DIGITAL_HIGH";"ACESSORIO";"4";"ENTRADA";"IST_WINDSHIELD_WIPERS";"ACESSORIO";"5";"ENTRADA";"IST_DIGITAL_HIGH";"ACESSORIO";"1";"SAIDA";"OS_HIGH";"ACESSORIO";"2";"SAIDA";"OS_LOW";"RASTREADOR";"1";"ENTRADA";"IST_DIGITAL_HIGH";"RASTREADOR";"1";"SAIDA";"OS_LOW";"CBR_NONE";"false";"0";"";"";"";"";"";"";""
"POSICAO";"1308972028";"MAXTRACK";"MXT-130";"true";"true";"4.107";"466094";"23/07/2025 08:28:01";"23/07/2025 08:28:01";"23/07/2025 08:28:02";"true";"8";"12";"-25.479342";"-49.30583";"0";"117.0";"2904";"4511";"true";"0";"30";"0";"false";"24";"true";"true";"12.764";"true";"false";"false";"ENCONTRADO";"Rua Itacolomi";"1290-1410";"81070480";"Curitiba";"PR";"BR";"Urbano";"30";"4005";"true";"0";"616968.0";"0";"0";"false";"AST_NONE";"14910";"-1";"0";"255";"1241";"724";"5";"true";"1308972028";"000013164841";"1753270081000";"";"Casa";"false";"false";"55AA55AAFF01F4190100000008FCA795F00410C58683B6061A02600E22E60308AEB91C104818C18E83C4062215080010011D4429D0F02515879CE228D816300938752A1710031808280C3018381B400248015001581E680288010032280801120208011A020802221C080110A9F3D387041801220A080220023801500F68012A04080118023A450A22080110DC6318052064288B2030003801489CFC0150A8FA0858B2A4D7016809800103121708011000201830013A0B08D405100518D90920BE7448021A06080010001800428D020A2308001001180020002888D4255000900100980100A00100A80100B00100B80100C8010012090800109F23180020001A0808001000180020002206080010001800320218004AA80128007AA30108001000180020002800300038004000480058006000680070007800800100880100900100980100A00100A80100B00100B80100C00100C80100D00100D80100E00100E80100F00100F80100800200880200900200980200A00200A80200B00200B80200C00200C80200D00200D80200E00200E80200F00200F80200800300880300900300980300A00300A80300B00300B80300C00300C80300D00300D80300E00300521A08092A160800100048006D4429D0F07515879CE278A48E83C406621408A9F3D3870418AECD03206628C18E83C40660016A0808A9C2A30618E3078201060A0408001000";"false";"false";"false";"false";"false";"false";"1089796521";"false";"ACESSORIO";"1";"ENTRADA";"IST_DIGITAL_LOW";"ACESSORIO";"2";"ENTRADA";"IST_DIGITAL_LOW";"ACESSORIO";"3";"ENTRADA";"IST_DIGITAL_HIGH";"ACESSORIO";"4";"ENTRADA";"IST_WINDSHIELD_WIPERS";"ACESSORIO";"5";"ENTRADA";"IST_DIGITAL_HIGH";"ACESSORIO";"1";"SAIDA";"OS_HIGH";"ACESSORIO";"2";"SAIDA";"OS_LOW";"RASTREADOR";"1";"ENTRADA";"IST_DIGITAL_HIGH";"RASTREADOR";"1";"SAIDA";"OS_LOW";"CBR_NONE";"false";"0";"";"";"";"";"";"";""
"POSICAO";"1308972028";"MAXTRACK";"MXT-130";"true";"true";"4.107";"466093";"23/07/2025 08:27:31";"23/07/2025 08:27:32";"23/07/2025 08:27:33";"true";"7";"16";"-25.479342";"-49.30583";"0";"117.0";"2904";"4511";"true";"0";"32";"0";"false";"24";"true";"true";"12.769";"true";"false";"false";"ENCONTRADO";"Rua Itacolomi";"1290-1410";"81070480";"Curitiba";"PR";"BR";"Urbano";"30";"4005";"true";"0";"616938.0";"0";"0";"false";"AST_NONE";"14910";"-1";"0";"255";"1241";"724";"5";"true";"1308972028";"000013164841";"1753270051000";"";"Casa";"false";"false";"55AA55AAFF01ED8E0100000008FCA795F00410A2E2E5E4051A02600E22E60308ADB91C104818A38E83C4062215080010011D4429D0F02515879CE228D816300938752A171003180728103018381D4002480150015820680288010032280801120208011A020802221C080110A9F3D387041801220A080220023801500F68012A04080118023A450A22080110E16318052064288B203000380148C1FC01508AFA0858B2A4D7016809800103121708011000201830013A0B08D405100518D90920BE7448021A06080010001800428D020A23080010011800200028EAD3255000900100980100A00100A80100B00100B80100C8010012090800109F23180020001A0808001000180020002206080010001800320218004AA80128007AA30108001000180020002800300038004000480058006000680070007800800100880100900100980100A00100A80100B00100B80100C00100C80100D00100D80100E00100E80100F00100F80100800200880200900200980200A00200A80200B00200B80200C00200C80200D00200D80200E00200E80200F00200F80200800300880300900300980300A00300A80300B00300B80300C00300C80300D00300D80300E00300521A08092A160800100048006D4429D0F07515879CE278858E83C406621408A9F3D387041890CD03206628A38E83C40660016A0808A9C2A30618E3078201060A0408001000";"false";"false";"false";"false";"false";"false";"1089796521";"false";"ACESSORIO";"1";"ENTRADA";"IST_DIGITAL_LOW";"ACESSORIO";"2";"ENTRADA";"IST_DIGITAL_LOW";"ACESSORIO";"3";"ENTRADA";"IST_DIGITAL_HIGH";"ACESSORIO";"4";"ENTRADA";"IST_WINDSHIELD_WIPERS";"ACESSORIO";"5";"ENTRADA";"IST_DIGITAL_HIGH";"ACESSORIO";"1";"SAIDA";"OS_HIGH";"ACESSORIO";"2";"SAIDA";"OS_LOW";"RASTREADOR";"1";"ENTRADA";"IST_DIGITAL_HIGH";"RASTREADOR";"1";"SAIDA";"OS_LOW";"CBR_NONE";"false";"0";"";"";"";"";"";"";""
"POSICAO";"1308972028";"MAXTRACK";"MXT-130";"true";"true";"4.107";"466092";"23/07/2025 08:27:01";"23/07/2025 08:27:02";"23/07/2025 08:27:03";"true";"7";"15";"-25.479342";"-49.30583";"0";"117.0";"2904";"4511";"true";"0";"32";"0";"false";"24";"true";"true";"12.773";"true";"false";"false";"ENCONTRADO";"Rua Itacolomi";"1290-1410";"81070480";"Curitiba";"PR";"BR";"Urbano";"30";"4005";"true";"0";"616907.0";"0";"0";"false";"AST_NONE";"14910";"-1";"0";"255";"1241";"724";"5";"true";"1308972028";"000013164841";"1753270021000";"";"Casa";"false";"false";"55AA55AAFF0180000100000008FCA795F00410E4C3DFAE0B1A02600E22E60308ACB91C104818858E83C4062215080010011D4429D0F02515879CE228D816300C38752A1710031807280F301C38204002480150015820680288010032280801120208011A020802221C080110A9F3D387041801220A080220023801500F68012A04080118023A450A22080110E56318052064288B203000380148C8FC0150ECF90858B1A4D7016809800103121708011000201830013A0B08D405100518D90920BE7448021A06080010001800428D020A23080010011800200028CBD3255000900100980100A00100A80100B00100B80100C8010012090800109F23180020001A0808001000180020002206080010001800320218004AA80128007AA30108001000180020002800300038004000480058006000680070007800800100880100900100980100A00100A80100B00100B80100C00100C80100D00100D80100E00100E80100F00100F80100800200880200900200980200A00200A80200B00200B80200C00200C80200D00200D80200E00200E80200F00200F80200800300880300900300980300A00300A80300B00300B80300C00300C80300D00300D80300E00300521A08092A160800100048006D4429D0F07515879CE278E78D83C406621408A9F3D3870418F2CC03206628848E83C40660016A0808A9C2A30618E2078201060A0408001000";"false";"false";"false";"false";"false";"false";"1089796521";"false";"ACESSORIO";"1";"ENTRADA";"IST_DIGITAL_LOW";"ACESSORIO";"2";"ENTRADA";"IST_DIGITAL_LOW";"ACESSORIO";"3";"ENTRADA";"IST_DIGITAL_HIGH";"ACESSORIO";"4";"ENTRADA";"IST_WINDSHIELD_WIPERS";"ACESSORIO";"5";"ENTRADA";"IST_DIGITAL_HIGH";"ACESSORIO";"1";"SAIDA";"OS_HIGH";"ACESSORIO";"2";"SAIDA";"OS_LOW";"RASTREADOR";"1";"ENTRADA";"IST_DIGITAL_HIGH";"RASTREADOR";"1";"SAIDA";"OS_LOW";"CBR_NONE";"false";"0";"";"";"";"";"";"";""
